áYâú (826)-A2,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
29.1,2.23,0.73,69.2,-84.9
29.1,2.21,0.8,82.2,-63.8
29,2.21,0.8,82.4,63
28.9,2.22,0.74,69.4,84.7
28.7,2.21,0.63,56,92.2
27.7,2.17,0.5,42.7,97.7
27.2,1.73,0.43,29.5,102.7
26.4,0.53,0.31,16.6,108
25.5,0.35,0.06,4.1,113.9
25.1,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
24.4,0,0,0,0
23.8,0,0,0,0
24.6,0.07,0.04,3.9,-114
24.8,0.05,0.18,16.4,-108.1
25.7,0.06,0.34,29.3,-102.8
26.6,0.05,0.52,42.5,-97.7
27.1,0.04,0.69,55.8,-92.2
27.2,0.02,0.83,69.2,-84.7
27.1,0.04,0.88,82.1,-63.5
28.6,0.04,0.88,82.4,62.5
26.7,0.02,0.83,69.4,84.5
25.8,0.03,0.69,56.1,92.1
26.2,0.05,0.52,42.7,97.6
26.5,0.06,0.33,29.6,102.7
25.8,0.05,0.18,16.7,107.9
25.3,0.07,0.04,4.1,113.9
24.8,0,0,0,0
24.7,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
24.9,0.02,0.03,3.8,-114
24.7,0.04,0.15,16.3,-108
25.1,0.06,0.34,29.2,-102.7
25.7,0.06,0.51,42.4,-97.6
26.7,0.05,0.68,55.7,-92.1
26.6,0.04,0.83,69.1,-84.6
27.1,0.05,0.88,82.1,-63.3
26.5,0.14,1.16,82.4,61.9
26.5,0.04,0.83,69.5,84.3
26.4,0.04,0.69,56.1,92
26.6,0.05,0.52,42.8,97.5
25.9,0.06,0.35,29.6,102.6
25.8,0.05,0.18,16.7,107.9
25.2,0.06,0.04,4.2,113.8
24.4,0,0,0,0
24,0,0,0,0
24,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.4,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.7,0,0,0,0
23.8,0.08,0.04,3.8,-113.9
24.1,0.05,0.17,16.3,-108
24.4,0.05,0.34,29.2,-102.6
25.3,0.05,0.51,42.3,-97.5
25.8,0.05,0.68,55.7,-92
27,0.03,0.83,69,-84.4
27.2,0.04,0.88,82,-62.9
25.8,0.04,0.88,82.4,61.2
25.8,0.02,0.83,69.5,84.1
26.1,0.03,0.69,56.1,91.8
25.6,0.05,0.52,42.8,97.4
25.9,0.06,0.34,29.6,102.5
25.8,0.06,0.18,16.7,107.8
24.9,0.06,0.04,4.2,113.7
24.2,0,0,0,0
24.4,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
25,0,0,0,0
24.7,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
25.1,0.21,0.05,3.7,-113.9
25.7,0.15,0.23,16.2,-107.9
27.1,0.67,0.58,29.1,-102.6
28.2,1.89,0.59,42.3,-97.4
29.2,1.92,0.77,55.6,-91.9
29.8,1.57,1.07,69,-84.2
29.3,1.01,1.37,81.9,-62.6
30,1.55,1.16,82.4,60.5
29.4,0.37,1.25,69.5,83.8
27.1,0.14,0.86,56.1,91.6
26.9,0.13,0.67,42.8,97.2
26.7,0.14,0.45,29.6,102.4
26.6,0.14,0.23,16.7,107.7
26.3,0.2,0.05,4.2,113.6
25.9,0,0,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.7,0,0,0,0
25.2,0,0,0,0
24.8,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0.4,0.05,3.6,-113.8
25.6,0.37,0.29,16.1,-107.8
27.1,1.71,0.43,29,-102.5
28.3,1.47,0.73,42.2,-97.3
27.7,0.87,1.1,55.5,-91.8
29.5,2.12,0.78,68.9,-84
30,2.14,0.84,81.8,-62.2
30.1,2.12,0.86,82.4,59.8
30.3,2.15,0.77,69.5,83.5
29.7,2.13,0.67,56.2,91.5
29.7,2.1,0.53,42.8,97.1
29,1.95,0.39,29.6,102.2
28.4,0.77,0.31,16.7,107.6
26.9,0.43,0.06,4.2,113.5
26.1,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.1,1.02,0.05,3.5,-113.7
26.1,1.5,0.24,16,-107.7
27.3,1.76,0.42,29,-102.4
27.9,2.22,0.47,42.1,-97.2
28.9,2.29,0.59,55.5,-91.6
29.2,2.28,0.7,68.8,-83.8
29.5,2.28,0.77,81.7,-61.8
29.9,2.28,0.77,82.3,59
29.7,1.94,0.89,69.5,83.2
29.9,2.28,0.6,56.2,91.3
29.2,2.22,0.48,42.8,97
28.7,1.77,0.43,29.6,102.1
28.2,1.54,0.25,16.7,107.5
26.9,0.94,0.06,4.1,113.4
25.8,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.1,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,1.06,0.05,3.4,-113.7
26.4,1.36,0.25,16,-107.7
27.9,1.62,0.45,28.9,-102.3
28,0.99,0.83,42.1,-97.1
28.4,1.45,0.95,55.4,-91.5
30.7,0.5,1.3,68.8,-83.5
29.1,0.5,1.4,81.7,-61.3
30.4,0.78,1.41,82.3,58.2
30.8,1.78,0.97,69.5,82.9
30.5,0.85,1.12,56.2,91.1
29.1,1.24,0.79,42.8,96.8
29.3,1.68,0.45,29.6,102
27.3,1.44,0.26,16.7,107.3
25.9,1.07,0.06,4.1,113.3
25.2,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.5,0.24,0.05,3.4,-113.6
26.5,0.39,0.28,15.9,-107.6
27.5,0.18,0.47,28.8,-102.2
27.3,0.15,0.69,42,-97
27.3,0.1,0.82,55.4,-91.3
28.3,0.16,1.07,68.7,-83.3
28.6,0.95,1.38,81.6,-60.8
29.7,0.76,1.41,82.3,57.4
29.2,1.21,1.22,69.5,82.6
28.7,0.99,1.09,56.2,90.9
27.9,0.84,0.86,42.8,96.7
27.5,0.13,0.42,29.6,101.9
26.7,0.12,0.23,16.7,107.2
26.4,0.14,0.05,4.1,113.2
26,0,0,0,0
25.8,0,0,0,0
25.6,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0.53,0.05,3.3,-113.5
26.1,1.2,0.27,15.8,-107.5
27.1,1.22,0.52,28.7,-102.1
26.7,0.27,0.77,41.9,-96.8
28.9,1.58,0.9,55.3,-91.1
29.2,1.84,0.94,68.7,-83
29.4,2.19,0.81,81.5,-60.3
29.8,2.17,0.83,82.2,56.5
30.4,2.2,0.76,69.5,82.2
29.8,1.84,0.8,56.2,90.7
29,2.12,0.52,42.8,96.5
28.4,1.99,0.38,29.6,101.7
27.7,1.5,0.25,16.7,107.1
26,1.09,0.06,4.1,113.1
25.6,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.2,0.73,0.05,3.2,-113.4
26.3,0.66,0.29,15.7,-107.4
27.2,0.86,0.56,28.7,-102
27.8,1.28,0.77,41.9,-96.7
28.6,2.13,0.66,55.2,-90.9
29.1,1.49,1.1,68.6,-82.7
28.9,1.78,1.04,81.4,-59.7
29.4,1.49,1.2,82.2,55.7
29.9,1.8,0.96,69.5,81.9
29.3,1.54,0.93,56.2,90.4
29.3,1.31,0.78,42.8,96.3
28,1.71,0.44,29.6,101.6
27.2,1.46,0.26,16.6,107
26.2,0.47,0.06,4.1,112.9
25.7,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.6,0.31,0.05,3.1,-113.3
25.9,0.19,0.23,15.6,-107.3
26.5,0.48,0.56,28.6,-101.8
27.5,0.33,0.79,41.8,-96.6
27.7,0.42,1.08,55.2,-90.7
29,0.22,1.14,68.5,-82.4
28.3,0.86,1.4,81.3,-59.1
29.6,0.85,1.4,82.1,54.8
28.7,0.86,1.31,69.5,81.5
29.3,1.98,0.75,56.2,90.2
28.8,1.93,0.59,42.8,96.1
28,1.49,0.49,29.6,101.4
28,0.56,0.31,16.6,106.8
26.7,0.74,0.06,4,112.8
26.1,0,0,0,0
26,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.1,0.49,0.05,3,-113.2
25.9,0.75,0.29,15.6,-107.2
27.1,1.55,0.46,28.5,-101.7
28,0.34,0.8,41.7,-96.4
28.8,0.35,1.04,55.1,-90.5
28.5,1.39,1.13,68.4,-82.1
29.9,1.67,1.1,81.2,-58.5
29.7,2.03,0.92,82.1,53.9
29.5,2.03,0.85,69.5,81.1
29,1.14,1.05,56.2,90
29.5,0.75,0.87,42.8,95.9
28.1,0.86,0.58,29.6,101.3
27.3,0.41,0.3,16.6,106.7
26.1,0.38,0.06,4,112.7
25.4,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.7,0.83,0.05,2.9,-113.1
25.2,0.99,0.28,15.5,-107
27.7,1.73,0.41,28.5,-101.6
29.1,0.82,0.85,41.7,-96.2
26.6,0.14,0.84,55,-90.3
26.9,0.12,1.01,68.4,-81.7
27.8,0.14,1.07,81.1,-57.9
29.3,0.19,1.19,82,53
29.2,0.38,1.25,69.5,80.7
29.5,0.49,1.11,56.2,89.7
29.7,1.07,0.83,42.8,95.8
28.5,0.48,0.58,29.6,101.1
27.4,0.94,0.3,16.6,106.5
26,0.23,0.05,4,112.5
25.4,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.3,0.66,0.05,2.8,-113
26.2,1.39,0.24,15.4,-106.9
27.5,1.99,0.36,28.4,-101.4
28.3,1.89,0.59,41.6,-96
28.7,1.89,0.77,55,-90
29.6,1.59,1.04,68.3,-81.4
30.4,1.87,1,81,-57.2
30,2.21,0.8,81.9,52
29.7,1.08,1.25,69.5,80.3
30.2,1.88,0.78,56.2,89.4
28.9,1.35,0.77,42.8,95.6
28.2,1.73,0.43,29.5,100.9
27.3,1.48,0.25,16.5,106.4
26.1,0.8,0.06,3.9,112.4
25.3,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.3,0.49,0.05,2.7,-112.8
25.5,0.35,0.27,15.3,-106.8
27,0.78,0.56,28.3,-101.3
28.2,1.4,0.73,41.5,-95.9
28.3,1.42,0.95,54.9,-89.8
28.9,1.15,1.22,68.2,-81
29.2,1.4,1.22,80.9,-56.6
28.5,1.4,1.23,81.9,51.1
28.9,0.77,1.31,69.5,79.9
28.2,0.18,0.95,56.1,89.2
28.2,0.58,0.87,42.8,95.3
28,1.86,0.41,29.5,100.8
26.4,0.87,0.31,16.5,106.2
25.7,1.09,0.06,3.9,112.2
25.7,0,0,0,0
26.1,0,0,0,0
25.1,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
23.9,0.09,0.03,2.6,-112.7
23.8,0.06,0.16,15.2,-106.6
23.4,0.05,0.32,28.2,-101.1
23.6,0.07,0.5,41.5,-95.7
24,0.05,0.67,54.8,-89.5
24.5,0.03,0.81,68.2,-80.6
24.4,0.05,0.87,80.7,-55.8
24.6,0.05,0.88,81.8,50.2
24.8,0.02,0.83,69.4,79.4
24.6,0.03,0.53,56.1,88.9
23.8,0.02,0.27,42.7,95.1
24.4,0,0.2,29.5,100.6
24.4,0.02,0.09,16.5,106.1
22.8,0.02,0.03,3.8,112.1
23,0,0,0,0
22.1,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.5,0,0,0,0
25.5,0.14,0.04,2.5,-112.6
25.9,0.24,0.24,15.2,-106.5
27.1,0.35,0.53,28.2,-100.9
28.1,0.14,0.66,41.4,-95.5
27.9,0.07,0.77,54.8,-89.3
28.8,0.72,1.3,68.1,-80.2
29.4,0.2,1.21,80.6,-55.1
28.8,0.12,0.95,81.7,49.2
29.8,0.4,1.27,69.4,78.9
29.2,0.57,1.12,56.1,88.6
29.9,0.22,0.75,42.7,94.9
28.6,0.16,0.46,29.5,100.4
27.3,0.05,0.17,16.4,105.9
26.4,0.04,0.04,3.8,111.9
25.9,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.3,0,0,0,0
24.8,0,0,0,0
24.8,0.83,0.05,2.4,-112.4
25.7,0.7,0.28,15.1,-106.3
25.9,0.18,0.46,28.1,-100.8
26.6,0.33,0.79,41.3,-95.3
28.2,0.92,1.08,54.7,-89
28.5,2.02,0.85,68,-79.8
28.6,2.02,0.91,80.5,-54.4
27.8,0.71,1.41,81.6,48.3
28.2,0.23,1.15,69.3,78.5
28.4,0.72,1.13,56.1,88.3
27.7,0.92,0.86,42.7,94.7
27.7,0.7,0.59,29.4,100.2
27.7,1.13,0.29,16.4,105.7
26.5,0.36,0.05,3.7,111.8
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.4,0.23,0.05,2.3,-112.3
25.7,0.23,0.23,15,-106.2
26.1,0.37,0.53,28,-100.6
26,0.27,0.76,41.3,-95
27,0.64,1.1,54.6,-88.7
29.3,2.07,0.81,67.9,-79.4
29.9,1.14,1.32,80.4,-53.6
30.3,2.06,0.89,81.5,47.4
30,2.06,0.82,69.3,78
29.6,1.41,0.97,56,88
28.7,0.97,0.85,42.6,94.4
28.4,1.89,0.4,29.4,100
27.1,1.14,0.28,16.3,105.6
25.9,0.81,0.05,3.6,111.6
25.3,0,0,0,0
25.2,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.5,0.83,0.05,2.2,-112.1
25.6,1.36,0.23,14.9,-106
27.3,1.94,0.36,27.9,-100.4
28.9,2.08,0.51,41.2,-94.8
28.7,2.15,0.65,54.6,-88.4
29.8,2.14,0.77,67.9,-78.9
29.5,2.12,0.86,80.2,-52.8
30.2,2.14,0.84,81.3,46.4
30.2,1.01,1.27,69.2,77.5
27.7,0.22,0.99,56,87.6
29.4,0.4,0.84,42.6,94.2
28.2,1.49,0.49,29.3,99.8
27.4,0.76,0.3,16.3,105.4
26.5,0.41,0.05,3.6,111.4
25.7,0,0,0,0
25.4,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.7,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.8,0,0,0,0
24.8,0.83,0.05,2.1,-112
25.8,1.42,0.23,14.8,-105.8
26.9,2.03,0.34,27.8,-100.2
27.7,1.94,0.56,41.1,-94.6
28.1,1.4,0.95,54.5,-88.1
28.9,1.66,1.02,67.8,-78.5
29.3,2.28,0.77,80.1,-52.1
29.1,2.28,0.77,81.2,45.5
28.9,1.95,0.88,69.2,77
28.9,2.27,0.6,55.9,87.3
28.8,2.21,0.48,42.6,93.9
27.9,1.77,0.42,29.3,99.6
27.4,1.13,0.28,16.2,105.2
26.1,1.32,0.05,3.5,111.3
25.7,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
25.4,0.49,0.05,2,-111.8
25.8,0.78,0.27,14.7,-105.6
26.6,1.43,0.47,27.8,-100
27.8,1.39,0.73,41,-94.3
28.3,2.22,0.61,54.4,-87.8
28.6,2.24,0.71,67.7,-78
29,2.25,0.77,80,-51.3
29.7,2.23,0.79,81.1,44.6
28.8,2.26,0.72,69.1,76.5
28.8,2.25,0.61,55.9,87
28.6,2.2,0.49,42.5,93.7
27.9,1.81,0.41,29.2,99.4
27.2,0.74,0.3,16.1,105
26,1.07,0.05,3.4,111.1
25.4,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.9,0,0,0,0
24.9,0.66,0.05,1.9,-111.6
25.5,1.11,0.25,14.6,-105.5
26.5,1.18,0.5,27.7,-99.8
27.2,1.54,0.68,41,-94.1
27.9,0.72,1.1,54.3,-87.5
28.1,0.89,1.28,67.6,-77.5
28.8,1.86,1,79.8,-50.5
28.8,2.21,0.8,80.9,43.7
28.7,2.21,0.74,69.1,75.9
28.8,2.22,0.63,55.8,86.6
28.6,1.84,0.61,42.5,93.4
27.9,2,0.37,29.2,99.2
27.8,1.44,0.25,16.1,104.8
25.8,0.81,0.05,3.3,110.9
24.8,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
23.8,0,0,0,0
23.6,0,0,0,0
23.7,0.83,0.05,1.8,-111.5
24.6,1.44,0.23,14.5,-105.3
25.8,1.49,0.45,27.6,-99.6
26.6,1.67,0.64,40.9,-93.8
27.2,1.71,0.83,54.3,-87.2
27.7,2.34,0.67,67.5,-77
28.2,2.34,0.73,79.7,-49.6
28.7,2.34,0.73,80.8,42.8
28.8,2.33,0.68,69,75.4
28.7,2.33,0.58,55.8,86.3
28.5,2.27,0.46,42.4,93.2
28.1,2.09,0.34,29.1,98.9
26.6,1.5,0.24,16,104.6
25.3,1.34,0.05,3.2,110.7
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
23.6,0,0,0,0
23.6,0,0,0,0
23.8,0,0,0,0
24,0,0,0,0
23.5,0,0,0,0
24,0,0,0,0
23.8,0,0,0,0
23.9,0.66,0.05,1.7,-111.3
24.5,1.4,0.23,14.5,-105.1
25.5,1.99,0.35,27.5,-99.3
26.5,0.93,0.81,40.8,-93.6
26.1,0.26,0.99,54.2,-86.8
26.6,0.73,1.3,67.4,-76.5
28,2.25,0.77,79.5,-48.8
28.7,2.25,0.77,80.6,42
28.5,1.58,1.06,68.9,74.8
27.9,2.24,0.61,55.7,85.9
27.8,2.19,0.49,42.3,92.9
27.3,2.03,0.36,29,98.7
26.2,1.47,0.24,15.9,104.4
24.9,1.4,0.05,3.1,110.5
23.9,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25.2,0,0,0,0
25,0.14,0.04,1.6,-111.1
25.8,0.55,0.26,14.4,-104.9
26.7,1.04,0.52,27.5,-99.1
27.5,0.7,0.83,40.8,-93.3
28.2,0.29,1.01,54.1,-86.5
27.8,0.06,0.91,67.4,-76
27.6,0.11,0.95,79.4,-48
27.6,0.13,1.11,80.4,41.2
28,0.12,0.88,68.8,74.3
27.7,0.14,0.87,55.6,85.6
27.1,0.08,0.59,42.3,92.6
26.8,0.09,0.39,28.9,98.5
26.5,0.09,0.2,15.8,104.2
26.2,0.14,0.04,3,110.3
26.1,0,0,0,0
26,0,0,0,0
25.9,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.9,0.32,0.05,1.5,-110.9
25.7,1.23,0.23,14.3,-104.6
26.9,1.08,0.51,27.4,-98.9
26.9,0.82,0.82,40.7,-93
27.1,0.21,0.95,54.1,-86.1
27.5,0.8,1.29,67.3,-75.5
28.4,1.48,1.19,79.2,-47.1
28.8,1.46,1.2,80.3,40.3
28.6,2.13,0.79,68.7,73.7
28.6,0.79,1.12,55.6,85.2
28.3,1.24,0.78,42.2,92.3
26.9,1.69,0.43,28.9,98.2
26.7,1.35,0.25,15.7,104
25.2,1.17,0.05,2.9,110.1
24.9,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.8,0.09,0.03,1.4,-110.7
25.5,0.14,0.2,14.2,-104.4
25.7,0.05,0.32,27.3,-98.6
26.2,0.24,0.74,40.6,-92.7
27.5,1.89,0.76,54,-85.7
28.1,1.57,1.05,67.2,-75
28.5,0.62,1.4,79.1,-46.3
28.5,0.61,1.4,80.1,39.5
28.1,0.47,1.29,68.6,73.2
27.2,0.05,0.43,55.5,84.8
26.7,0.61,0.86,42.1,92
26.6,0.38,0.55,28.8,98
26.2,0.14,0.23,15.6,103.8
25.8,0.23,0.05,2.8,109.9
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.8,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
24.9,0,0,0,0
25.2,0,0,0,0
24.7,0,0,0,0
24.7,0.09,0.03,1.3,-110.5
25.2,0.11,0.18,14.1,-104.2
25.5,0.25,0.48,27.2,-98.4
27.3,0.33,0.77,40.5,-92.5
28,0.11,0.76,53.9,-85.4
28,0.42,1.26,67.1,-74.4
28.7,0.31,1.3,78.9,-45.4
28.6,0.56,1.4,79.9,38.8
28.8,0.32,1.22,68.5,72.6
27.3,0.94,1.09,55.4,84.4
27.9,0.32,0.8,42,91.7
27.5,0.17,0.46,28.7,97.8
25.6,0.11,0.21,15.5,103.5
25,0.14,0.04,2.7,109.7
25.4,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.5,0.09,0.03,1.2,-110.3
25.8,0.18,0.21,14,-104
26.7,0.4,0.51,27.1,-98.1
27.4,0.31,0.77,40.5,-92.2
28.2,0.41,1.05,53.8,-85
27.7,0.3,1.19,67,-73.8
27.3,1.31,1.26,78.7,-44.6
28.8,0.67,1.4,79.7,38
28.3,1.05,1.25,68.4,72
28.6,0.9,1.1,55.3,84
28.1,0.87,0.85,41.9,91.4
26.9,1.48,0.48,28.6,97.5
26.7,0.91,0.28,15.4,103.3
26.4,0.23,0.05,2.6,109.5
25.7,0,0,0,0
26,0,0,0,0
26.2,0,0,0,0
26.3,0,0,0,0
26.3,0,0,0,0
26.4,0,0,0,0
26.3,0,0,0,0
26.3,0,0,0,0
25.7,0,0,0,0
25.1,0,0,0,0
25.7,0.05,0.03,1.1,-110
25.2,0.14,0.2,13.9,-103.7
26.2,0.77,0.53,27.1,-97.9
27.1,0.76,0.82,40.4,-91.8
26.7,0.56,1.08,53.8,-84.6
28.3,1.35,1.14,66.9,-73.3
28.5,0.69,1.4,78.5,-43.8
28.4,0.32,1.31,79.5,37.3
28.9,1.99,0.86,68.3,71.5
28.6,0.42,1.08,55.2,83.7
28.1,1.36,0.75,41.8,91.1
27.8,0.45,0.55,28.5,97.3
27,0.7,0.28,15.3,103.1
26.6,0.32,0.05,2.5,109.3
26.2,0,0,0,0
26.4,0,0,0,0
26.2,0,0,0,0
26,0,0,0,0
26,0,0,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25,0,0,0,0
25,0.22,0.05,1,-109.8
25.6,1.07,0.24,13.8,-103.5
26.7,1.8,0.38,27,-97.6
27.4,1.98,0.54,40.3,-91.5
27.6,0.9,1.07,53.7,-84.2
27.9,0.57,1.29,66.8,-72.7
27.5,0.33,1.31,78.4,-42.9
29.1,1.67,1.1,79.3,36.6
29.2,1.39,1.14,68.2,70.9
27.4,1.39,0.97,55.1,83.3
28.4,0.26,0.77,41.7,90.8
26.4,0.51,0.56,28.4,97
27.2,0.2,0.23,15.2,102.9
26.4,0.22,0.05,2.4,109.1
26,0,0,0,0
26.3,0,0,0,0
26.2,0,0,0,0
26.4,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0.05,0.03,0.9,-109.6
26.3,0.07,0.15,13.7,-103.3
26.2,0.05,0.32,26.9,-97.4
25.7,0.01,0.26,40.2,-91.2
26,0.07,0.29,53.6,-83.8
25.7,0,0.4,66.7,-72.1
25.2,0,0.43,78.2,-42.1
25.4,0.08,0.59,79.1,35.9
25.2,0.05,0.81,68,70.3
25.8,0.06,0.68,55,82.9
26.3,0.05,0.52,41.6,90.5
26.7,0.06,0.34,28.3,96.7
26.8,0.12,0.21,15.1,102.6
25.7,0.09,0.03,2.2,108.9
25.2,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
25,0,0,0,0
25,0.09,0.03,0.8,-109.3
25.5,0.27,0.23,13.6,-103
26.1,0.12,0.39,26.8,-97.1
26.7,0.18,0.67,40.2,-90.9
25.9,0.1,0.8,53.5,-83.4
25.4,0.11,0.95,66.6,-71.5
27.1,0.09,1.04,78,-41.2
27.3,0.17,1.13,78.8,35.2
28.6,0.32,1.22,67.9,69.7
26.8,0.33,1.04,54.9,82.4
27.2,0.75,0.85,41.5,90.2
27.1,1.69,0.42,28.2,96.5
27,1.17,0.25,15,102.4
25.7,0.22,0.05,2.1,108.7
25,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.3,0,0,0,0
23.8,0,0,0,0
23.7,0,0,0,0
23.9,0,0,0,0
24.2,0.14,0.04,0.7,-109.1
25.3,1.18,0.23,13.6,-102.8
