áYâú (826-A1),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
29.2,1.99,0.54,55.8,-92.3
29.1,1.98,0.65,69.2,-84.9
29.1,1.97,0.71,82.2,-63.8
29,1.97,0.71,82.4,63
28.9,1.98,0.66,69.4,84.7
28.7,1.97,0.56,56,92.2
27.7,1.93,0.44,42.7,97.7
27.2,1.54,0.38,29.5,102.7
26.4,0.47,0.27,16.6,108
25.5,0.31,0.06,4.1,113.9
25.1,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24.2,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
24.4,0,0,0,0
23.8,0,0,0,0
24.6,0.06,0.03,3.9,-114
24.8,0.05,0.16,16.4,-108.1
25.7,0.06,0.3,29.3,-102.8
26.6,0.04,0.46,42.5,-97.7
27.1,0.03,0.62,55.8,-92.2
27.2,0.02,0.74,69.2,-84.7
27.1,0.03,0.78,82.1,-63.5
28.6,0.03,0.78,82.4,62.5
26.7,0.02,0.74,69.4,84.5
25.8,0.02,0.62,56.1,92.1
26.2,0.04,0.46,42.7,97.6
26.5,0.06,0.3,29.6,102.7
25.8,0.05,0.16,16.7,107.9
25.3,0.06,0.03,4.1,113.9
24.8,0,0,0,0
24.7,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
24.9,0.02,0.02,3.8,-114
24.7,0.03,0.14,16.3,-108
25.1,0.06,0.3,29.2,-102.7
25.7,0.06,0.46,42.4,-97.6
26.7,0.05,0.61,55.7,-92.1
26.6,0.03,0.74,69.1,-84.6
27.1,0.04,0.78,82.1,-63.3
26.5,0.12,1.03,82.4,61.9
26.5,0.03,0.74,69.5,84.3
26.4,0.03,0.62,56.1,92
26.6,0.04,0.46,42.8,97.5
25.9,0.06,0.31,29.6,102.6
25.8,0.05,0.16,16.7,107.9
25.2,0.06,0.03,4.2,113.8
24.4,0,0,0,0
24,0,0,0,0
24,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.7,0,0,0,0
23.4,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
23.7,0,0,0,0
23.8,0.07,0.03,3.8,-113.9
24.1,0.05,0.15,16.3,-108
24.4,0.04,0.3,29.2,-102.6
25.3,0.05,0.46,42.3,-97.5
25.8,0.04,0.61,55.7,-92
27,0.02,0.74,69,-84.4
27.2,0.03,0.78,82,-62.9
25.8,0.03,0.78,82.4,61.2
25.8,0.02,0.74,69.5,84.1
26.1,0.02,0.62,56.1,91.8
25.6,0.04,0.46,42.8,97.4
25.9,0.06,0.3,29.6,102.5
25.8,0.06,0.16,16.7,107.8
24.9,0.06,0.03,4.2,113.7
24.2,0,0,0,0
24.4,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
25,0,0,0,0
24.7,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
25.1,0.18,0.05,3.7,-113.9
25.7,0.14,0.21,16.2,-107.9
27.1,0.59,0.51,29.1,-102.6
28.2,1.68,0.53,42.3,-97.4
29.2,1.7,0.68,55.6,-91.9
29.8,1.39,0.95,69,-84.2
29.3,0.9,1.22,81.9,-62.6
30,1.38,1.03,82.4,60.5
29.4,0.33,1.11,69.5,83.8
27.1,0.12,0.77,56.1,91.6
26.9,0.11,0.59,42.8,97.2
26.7,0.12,0.4,29.6,102.4
26.6,0.13,0.21,16.7,107.7
26.3,0.18,0.05,4.2,113.6
25.9,0,0,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.7,0,0,0,0
25.2,0,0,0,0
24.8,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0.35,0.05,3.6,-113.8
25.6,0.33,0.26,16.1,-107.8
27.1,1.52,0.38,29,-102.5
28.3,1.3,0.65,42.2,-97.3
27.7,0.78,0.98,55.5,-91.8
29.5,1.89,0.7,68.9,-84
30,1.9,0.74,81.8,-62.2
30.1,1.89,0.76,82.4,59.8
30.3,1.91,0.69,69.5,83.5
29.7,1.9,0.59,56.2,91.5
29.7,1.86,0.47,42.8,97.1
29,1.74,0.34,29.6,102.2
28.4,0.69,0.27,16.7,107.6
26.9,0.38,0.06,4.2,113.5
26.1,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.1,0.9,0.05,3.5,-113.7
26.1,1.34,0.22,16,-107.7
27.3,1.56,0.38,29,-102.4
27.9,1.98,0.42,42.1,-97.2
28.9,2.03,0.53,55.5,-91.6
29.2,2.02,0.62,68.8,-83.8
29.5,2.02,0.68,81.7,-61.8
29.9,2.02,0.68,82.3,59
29.7,1.72,0.79,69.5,83.2
29.9,2.02,0.54,56.2,91.3
29.2,1.98,0.42,42.8,97
28.7,1.58,0.38,29.6,102.1
28.2,1.37,0.22,16.7,107.5
26.9,0.83,0.06,4.1,113.4
25.8,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.1,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0.94,0.05,3.4,-113.7
26.4,1.21,0.22,16,-107.7
27.9,1.44,0.4,28.9,-102.3
28,0.88,0.74,42.1,-97.1
28.4,1.29,0.84,55.4,-91.5
30.7,0.44,1.15,68.8,-83.5
29.1,0.44,1.24,81.7,-61.3
30.4,0.7,1.26,82.3,58.2
30.8,1.58,0.86,69.5,82.9
30.5,0.75,0.99,56.2,91.1
29.1,1.1,0.7,42.8,96.8
29.3,1.5,0.4,29.6,102
27.3,1.28,0.23,16.7,107.3
25.9,0.95,0.06,4.1,113.3
25.2,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.5,0.22,0.04,3.4,-113.6
26.5,0.34,0.25,15.9,-107.6
27.5,0.16,0.42,28.8,-102.2
27.3,0.14,0.62,42,-97
27.3,0.09,0.73,55.4,-91.3
28.3,0.14,0.95,68.7,-83.3
28.6,0.85,1.22,81.6,-60.8
29.7,0.67,1.26,82.3,57.4
29.2,1.07,1.08,69.5,82.6
28.7,0.88,0.97,56.2,90.9
27.9,0.74,0.77,42.8,96.7
27.5,0.11,0.38,29.6,101.9
26.7,0.1,0.2,16.7,107.2
26.4,0.13,0.05,4.1,113.2
26,0,0,0,0
25.8,0,0,0,0
25.6,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0.47,0.05,3.3,-113.5
26.1,1.06,0.24,15.8,-107.5
27.1,1.08,0.46,28.7,-102.1
26.7,0.24,0.68,41.9,-96.8
28.9,1.4,0.8,55.3,-91.1
29.2,1.63,0.83,68.7,-83
29.4,1.94,0.72,81.5,-60.3
29.8,1.93,0.74,82.2,56.5
30.4,1.95,0.67,69.5,82.2
29.8,1.63,0.71,56.2,90.7
29,1.89,0.46,42.8,96.5
28.4,1.77,0.34,29.6,101.7
27.7,1.34,0.22,16.7,107.1
26,0.97,0.06,4.1,113.1
25.6,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.2,0.65,0.04,3.2,-113.4
26.3,0.58,0.26,15.7,-107.4
27.2,0.76,0.5,28.7,-102
27.8,1.14,0.68,41.9,-96.7
28.6,1.9,0.58,55.2,-90.9
29.1,1.33,0.98,68.6,-82.7
28.9,1.58,0.93,81.4,-59.7
29.4,1.32,1.06,82.2,55.7
29.9,1.6,0.86,69.5,81.9
29.3,1.37,0.82,56.2,90.4
29.3,1.16,0.7,42.8,96.3
28,1.52,0.39,29.6,101.6
27.2,1.3,0.23,16.6,107
26.2,0.42,0.06,4.1,112.9
25.7,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.6,0.27,0.04,3.1,-113.3
25.9,0.17,0.21,15.6,-107.3
26.5,0.42,0.5,28.6,-101.8
27.5,0.3,0.7,41.8,-96.6
27.7,0.38,0.96,55.2,-90.7
29,0.19,1.02,68.5,-82.4
28.3,0.76,1.24,81.3,-59.1
29.6,0.75,1.25,82.1,54.8
28.7,0.76,1.16,69.5,81.5
29.3,1.76,0.66,56.2,90.2
28.8,1.71,0.52,42.8,96.1
28,1.33,0.43,29.6,101.4
28,0.5,0.27,16.6,106.8
26.7,0.66,0.06,4,112.8
26.1,0,0,0,0
26,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.1,0.43,0.04,3,-113.2
25.9,0.66,0.26,15.6,-107.2
27.1,1.38,0.41,28.5,-101.7
28,0.3,0.71,41.7,-96.4
28.8,0.31,0.93,55.1,-90.5
28.5,1.23,1.01,68.4,-82.1
29.9,1.49,0.98,81.2,-58.5
29.7,1.8,0.82,82.1,53.9
29.5,1.8,0.75,69.5,81.1
29,1.02,0.94,56.2,90
29.5,0.66,0.78,42.8,95.9
28.1,0.77,0.51,29.6,101.3
27.3,0.37,0.26,16.6,106.7
26.1,0.34,0.06,4,112.7
25.4,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.7,0.74,0.04,2.9,-113.1
25.2,0.88,0.25,15.5,-107
27.7,1.54,0.37,28.5,-101.6
29.1,0.73,0.75,41.7,-96.2
26.6,0.13,0.74,55,-90.3
26.9,0.1,0.9,68.4,-81.7
27.8,0.13,0.95,81.1,-57.9
29.3,0.17,1.06,82,53
29.2,0.34,1.11,69.5,80.7
29.5,0.43,0.98,56.2,89.7
29.7,0.95,0.74,42.8,95.8
28.5,0.42,0.51,29.6,101.1
27.4,0.83,0.26,16.6,106.5
26,0.2,0.05,4,112.5
25.4,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.3,0.58,0.04,2.8,-113
26.2,1.23,0.22,15.4,-106.9
27.5,1.77,0.32,28.4,-101.4
28.3,1.68,0.52,41.6,-96
28.7,1.68,0.68,55,-90
29.6,1.42,0.93,68.3,-81.4
30.4,1.66,0.89,81,-57.2
30,1.97,0.71,81.9,52
29.7,0.96,1.11,69.5,80.3
30.2,1.67,0.7,56.2,89.4
28.9,1.2,0.68,42.8,95.6
28.2,1.54,0.38,29.5,100.9
27.3,1.31,0.22,16.5,106.4
26.1,0.71,0.06,3.9,112.4
25.3,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.3,0.43,0.04,2.7,-112.8
25.5,0.31,0.24,15.3,-106.8
27,0.7,0.5,28.3,-101.3
28.2,1.24,0.65,41.5,-95.9
28.3,1.26,0.85,54.9,-89.8
28.9,1.02,1.08,68.2,-81
29.2,1.24,1.09,80.9,-56.6
28.5,1.25,1.1,81.9,51.1
28.9,0.68,1.17,69.5,79.9
28.2,0.16,0.84,56.1,89.2
28.2,0.51,0.78,42.8,95.3
28,1.66,0.36,29.5,100.8
26.4,0.78,0.27,16.5,106.2
25.7,0.97,0.06,3.9,112.2
25.7,0,0,0,0
26.1,0,0,0,0
25.1,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
23.9,0.08,0.02,2.6,-112.7
23.8,0.06,0.14,15.2,-106.6
23.4,0.04,0.29,28.2,-101.1
23.6,0.06,0.44,41.5,-95.7
24,0.05,0.59,54.8,-89.5
24.5,0.02,0.72,68.2,-80.6
24.4,0.04,0.78,80.7,-55.8
24.6,0.04,0.78,81.8,50.2
24.8,0.02,0.74,69.4,79.4
24.6,0.02,0.47,56.1,88.9
23.8,0.02,0.24,42.7,95.1
24.4,0,0.18,29.5,100.6
24.4,0.02,0.08,16.5,106.1
22.8,0.02,0.02,3.8,112.1
23,0,0,0,0
22.1,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.5,0,0,0,0
25.5,0.13,0.03,2.5,-112.6
25.9,0.22,0.22,15.2,-106.5
27.1,0.31,0.47,28.2,-100.9
28.1,0.12,0.58,41.4,-95.5
27.9,0.06,0.69,54.8,-89.3
28.8,0.64,1.15,68.1,-80.2
29.4,0.18,1.07,80.6,-55.1
28.8,0.1,0.85,81.7,49.2
29.8,0.35,1.13,69.4,78.9
29.2,0.5,0.99,56.1,88.6
29.9,0.19,0.66,42.7,94.9
28.6,0.14,0.41,29.5,100.4
27.3,0.05,0.15,16.4,105.9
26.4,0.03,0.03,3.8,111.9
25.9,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.3,0,0,0,0
24.8,0,0,0,0
24.8,0.74,0.04,2.4,-112.4
25.7,0.62,0.25,15.1,-106.3
25.9,0.16,0.41,28.1,-100.8
26.6,0.3,0.7,41.3,-95.3
28.2,0.82,0.96,54.7,-89
28.5,1.79,0.75,68,-79.8
28.6,1.79,0.81,80.5,-54.4
27.8,0.63,1.26,81.6,48.3
28.2,0.21,1.02,69.3,78.5
28.4,0.64,1,56.1,88.3
27.7,0.82,0.76,42.7,94.7
27.7,0.62,0.52,29.4,100.2
27.7,1.01,0.26,16.4,105.7
26.5,0.32,0.05,3.7,111.8
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.4,0.2,0.04,2.3,-112.3
25.7,0.2,0.21,15,-106.2
26.1,0.33,0.47,28,-100.6
26,0.24,0.67,41.3,-95
27,0.57,0.98,54.6,-88.7
29.3,1.84,0.72,67.9,-79.4
29.9,1.02,1.18,80.4,-53.6
30.3,1.83,0.79,81.5,47.4
30,1.83,0.73,69.3,78
29.6,1.26,0.86,56,88
28.7,0.86,0.75,42.6,94.4
28.4,1.68,0.35,29.4,100
27.1,1.02,0.25,16.3,105.6
25.9,0.72,0.05,3.6,111.6
25.3,0,0,0,0
25.2,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.5,0.74,0.04,2.2,-112.1
25.6,1.21,0.21,14.9,-106
27.3,1.72,0.32,27.9,-100.4
28.9,1.85,0.46,41.2,-94.8
28.7,1.91,0.58,54.6,-88.4
29.8,1.9,0.69,67.9,-78.9
29.5,1.89,0.76,80.2,-52.8
30.2,1.9,0.74,81.3,46.4
30.2,0.9,1.13,69.2,77.5
27.7,0.19,0.88,56,87.6
29.4,0.35,0.74,42.6,94.2
28.2,1.33,0.43,29.3,99.8
27.4,0.67,0.26,16.3,105.4
26.5,0.36,0.05,3.6,111.4
25.7,0,0,0,0
25.4,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.7,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.8,0,0,0,0
24.8,0.74,0.04,2.1,-112
25.8,1.26,0.21,14.8,-105.8
26.9,1.8,0.3,27.8,-100.2
27.7,1.73,0.5,41.1,-94.6
28.1,1.24,0.85,54.5,-88.1
28.9,1.47,0.9,67.8,-78.5
29.3,2.02,0.68,80.1,-52.1
29.1,2.02,0.68,81.2,45.5
28.9,1.74,0.78,69.2,77
28.9,2.02,0.54,55.9,87.3
28.8,1.97,0.42,42.6,93.9
27.9,1.58,0.38,29.3,99.6
27.4,1,0.25,16.2,105.2
26.1,1.18,0.05,3.5,111.3
25.7,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
25.4,0.43,0.04,2,-111.8
25.8,0.7,0.24,14.7,-105.6
26.6,1.27,0.42,27.8,-100
27.8,1.23,0.65,41,-94.3
28.3,1.98,0.54,54.4,-87.8
28.6,1.99,0.63,67.7,-78
29,2,0.69,80,-51.3
29.7,1.98,0.7,81.1,44.6
28.8,2.01,0.64,69.1,76.5
28.8,2,0.54,55.9,87
28.6,1.95,0.43,42.5,93.7
27.9,1.61,0.37,29.2,99.4
27.2,0.66,0.26,16.1,105
26,0.95,0.05,3.4,111.1
25.4,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.9,0,0,0,0
24.9,0.58,0.04,1.9,-111.6
25.5,0.98,0.22,14.6,-105.5
26.5,1.05,0.45,27.7,-99.8
27.2,1.37,0.61,41,-94.1
27.9,0.64,0.98,54.3,-87.5
28.1,0.79,1.14,67.6,-77.5
28.8,1.66,0.89,79.8,-50.5
28.8,1.97,0.71,80.9,43.7
28.7,1.97,0.66,69.1,75.9
28.8,1.98,0.56,55.8,86.6
28.6,1.63,0.54,42.5,93.4
27.9,1.78,0.33,29.2,99.2
27.8,1.28,0.22,16.1,104.8
25.8,0.72,0.05,3.3,110.9
24.8,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
23.8,0,0,0,0
23.6,0,0,0,0
23.7,0.74,0.04,1.8,-111.5
24.6,1.28,0.2,14.5,-105.3
25.8,1.33,0.4,27.6,-99.6
26.6,1.49,0.57,40.9,-93.8
27.2,1.52,0.74,54.3,-87.2
27.7,2.08,0.59,67.5,-77
28.2,2.08,0.65,79.7,-49.6
28.7,2.08,0.65,80.8,42.8
28.8,2.07,0.6,69,75.4
28.7,2.07,0.51,55.8,86.3
28.5,2.02,0.41,42.4,93.2
28.1,1.86,0.3,29.1,98.9
26.6,1.34,0.22,16,104.6
25.3,1.19,0.05,3.2,110.7
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
23.6,0,0,0,0
23.6,0,0,0,0
23.8,0,0,0,0
24,0,0,0,0
23.5,0,0,0,0
24,0,0,0,0
23.8,0,0,0,0
23.9,0.58,0.04,1.7,-111.3
24.5,1.24,0.2,14.5,-105.1
25.5,1.77,0.31,27.5,-99.3
26.5,0.82,0.72,40.8,-93.6
26.1,0.23,0.88,54.2,-86.8
26.6,0.65,1.15,67.4,-76.5
28,2,0.69,79.5,-48.8
28.7,2,0.69,80.6,42
28.5,1.41,0.94,68.9,74.8
27.9,1.99,0.54,55.7,85.9
27.8,1.94,0.43,42.3,92.9
27.3,1.8,0.32,29,98.7
26.2,1.3,0.22,15.9,104.4
24.9,1.25,0.04,3.1,110.5
23.9,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25.2,0,0,0,0
25,0.13,0.03,1.6,-111.1
25.8,0.49,0.23,14.4,-104.9
26.7,0.93,0.46,27.5,-99.1
27.5,0.62,0.74,40.8,-93.3
28.2,0.26,0.9,54.1,-86.5
27.8,0.06,0.81,67.4,-76
27.6,0.1,0.84,79.4,-48
27.6,0.11,0.98,80.4,41.2
28,0.1,0.78,68.8,74.3
27.7,0.12,0.78,55.6,85.6
27.1,0.07,0.53,42.3,92.6
26.8,0.08,0.34,28.9,98.5
26.5,0.08,0.18,15.8,104.2
26.2,0.12,0.03,3,110.3
26.1,0,0,0,0
26,0,0,0,0
25.9,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
24.9,0.29,0.04,1.5,-110.9
25.7,1.1,0.21,14.3,-104.6
26.9,0.96,0.46,27.4,-98.9
26.9,0.73,0.73,40.7,-93
27.1,0.18,0.84,54.1,-86.1
27.5,0.71,1.14,67.3,-75.5
28.4,1.31,1.06,79.2,-47.1
28.8,1.3,1.06,80.3,40.3
28.6,1.9,0.7,68.7,73.7
28.6,0.7,0.99,55.6,85.2
28.3,1.1,0.7,42.2,92.3
26.9,1.5,0.38,28.9,98.2
26.7,1.2,0.22,15.7,104
25.2,1.04,0.04,2.9,110.1
24.9,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.8,0.08,0.02,1.4,-110.7
25.5,0.13,0.18,14.2,-104.4
25.7,0.05,0.28,27.3,-98.6
26.2,0.22,0.66,40.6,-92.7
27.5,1.68,0.67,54,-85.7
28.1,1.39,0.94,67.2,-75
28.5,0.55,1.25,79.1,-46.3
28.5,0.54,1.25,80.1,39.5
28.1,0.42,1.14,68.6,73.2
27.2,0.04,0.38,55.5,84.8
26.7,0.54,0.76,42.1,92
26.6,0.34,0.49,28.8,98
26.2,0.13,0.2,15.6,103.8
25.8,0.2,0.04,2.8,109.9
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.8,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
24.9,0,0,0,0
25.2,0,0,0,0
24.7,0,0,0,0
24.7,0.08,0.02,1.3,-110.5
25.2,0.1,0.16,14.1,-104.2
25.5,0.22,0.42,27.2,-98.4
27.3,0.3,0.69,40.5,-92.5
28,0.1,0.67,53.9,-85.4
28,0.38,1.12,67.1,-74.4
28.7,0.27,1.15,78.9,-45.4
28.6,0.5,1.25,79.9,38.8
28.8,0.28,1.09,68.5,72.6
27.3,0.83,0.97,55.4,84.4
27.9,0.28,0.71,42,91.7
27.5,0.15,0.41,28.7,97.8
25.6,0.1,0.18,15.5,103.5
25,0.13,0.03,2.7,109.7
25.4,0,0,0,0
25.4,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.5,0.08,0.02,1.2,-110.3
25.8,0.16,0.18,14,-104
26.7,0.35,0.46,27.1,-98.1
27.4,0.27,0.68,40.5,-92.2
28.2,0.37,0.94,53.8,-85
27.7,0.26,1.06,67,-73.8
27.3,1.16,1.12,78.7,-44.6
28.8,0.59,1.25,79.7,38
28.3,0.94,1.11,68.4,72
28.6,0.8,0.98,55.3,84
28.1,0.78,0.75,41.9,91.4
26.9,1.31,0.42,28.6,97.5
26.7,0.81,0.25,15.4,103.3
26.4,0.2,0.04,2.6,109.5
25.7,0,0,0,0
26,0,0,0,0
26.2,0,0,0,0
26.3,0,0,0,0
26.3,0,0,0,0
26.4,0,0,0,0
26.3,0,0,0,0
26.3,0,0,0,0
25.7,0,0,0,0
25.1,0,0,0,0
25.7,0.04,0.02,1.1,-110
25.2,0.13,0.18,13.9,-103.7
26.2,0.68,0.47,27.1,-97.9
27.1,0.67,0.73,40.4,-91.8
26.7,0.5,0.96,53.8,-84.6
28.3,1.2,1.02,66.9,-73.3
28.5,0.62,1.25,78.5,-43.8
28.4,0.28,1.16,79.5,37.3
28.9,1.77,0.76,68.3,71.5
28.6,0.38,0.96,55.2,83.7
28.1,1.21,0.66,41.8,91.1
27.8,0.4,0.49,28.5,97.3
27,0.62,0.25,15.3,103.1
26.6,0.29,0.04,2.5,109.3
26.2,0,0,0,0
26.4,0,0,0,0
26.2,0,0,0,0
26,0,0,0,0
26,0,0,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25,0,0,0,0
25,0.19,0.04,1,-109.8
25.6,0.95,0.22,13.8,-103.5
26.7,1.6,0.34,27,-97.6
27.4,1.76,0.48,40.3,-91.5
27.6,0.8,0.95,53.7,-84.2
27.9,0.5,1.14,66.8,-72.7
27.5,0.3,1.17,78.4,-42.9
29.1,1.48,0.98,79.3,36.6
29.2,1.23,1.02,68.2,70.9
27.4,1.23,0.86,55.1,83.3
28.4,0.23,0.68,41.7,90.8
26.4,0.46,0.5,28.4,97
27.2,0.18,0.21,15.2,102.9
26.4,0.19,0.04,2.4,109.1
26,0,0,0,0
26.3,0,0,0,0
26.2,0,0,0,0
26.4,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0.04,0.02,0.9,-109.6
26.3,0.06,0.14,13.7,-103.3
26.2,0.05,0.28,26.9,-97.4
25.7,0.01,0.23,40.2,-91.2
26,0.06,0.26,53.6,-83.8
25.7,0,0.35,66.7,-72.1
25.2,0,0.38,78.2,-42.1
25.4,0.07,0.53,79.1,35.9
25.2,0.05,0.72,68,70.3
25.8,0.06,0.6,55,82.9
26.3,0.05,0.46,41.6,90.5
26.7,0.06,0.3,28.3,96.7
26.8,0.1,0.18,15.1,102.6
25.7,0.08,0.02,2.2,108.9
25.2,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
25.1,0,0,0,0
24.9,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
24.8,0,0,0,0
25,0,0,0,0
25,0.08,0.02,0.8,-109.3
25.5,0.24,0.2,13.6,-103
26.1,0.1,0.34,26.8,-97.1
26.7,0.16,0.59,40.2,-90.9
25.9,0.09,0.71,53.5,-83.4
25.4,0.1,0.84,66.6,-71.5
27.1,0.08,0.93,78,-41.2
27.3,0.15,1.01,78.8,35.2
28.6,0.29,1.09,67.9,69.7
26.8,0.3,0.93,54.9,82.4
27.2,0.66,0.75,41.5,90.2
27.1,1.5,0.38,28.2,96.5
27,1.04,0.22,15,102.4
25.7,0.19,0.04,2.1,108.7
25,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.3,0,0,0,0
23.8,0,0,0,0
23.7,0,0,0,0
23.9,0,0,0,0
24.2,0.13,0.03,0.7,-109.1
